[2023-06-16T22:27:58.240+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: demo_dag.executor_task manual__2019-06-01T16:00:00+00:00 [queued]>
[2023-06-16T22:27:58.448+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: demo_dag.executor_task manual__2019-06-01T16:00:00+00:00 [queued]>
[2023-06-16T22:27:58.448+0000] {taskinstance.py:1308} INFO - Starting attempt 24 of 27
[2023-06-16T22:27:58.478+0000] {taskinstance.py:1327} INFO - Executing <Task(BashOperator): executor_task> on 2019-06-01 16:00:00+00:00
[2023-06-16T22:27:58.485+0000] {standard_task_runner.py:57} INFO - Started process 377 to run task
[2023-06-16T22:27:58.489+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'demo_dag', 'executor_task', 'manual__2019-06-01T16:00:00+00:00', '--job-id', '110', '--raw', '--subdir', 'DAGS_FOLDER/demo_dag.py', '--cfg-path', '/tmp/tmptjyljji2']
[2023-06-16T22:27:58.491+0000] {standard_task_runner.py:85} INFO - Job 110: Subtask executor_task
[2023-06-16T22:27:58.574+0000] {task_command.py:410} INFO - Running <TaskInstance: demo_dag.executor_task manual__2019-06-01T16:00:00+00:00 [running]> on host 31a6f4abb1ec
[2023-06-16T22:27:59.599+0000] {warnings.py:110} WARNING - /home/***/.local/lib/python3.7/site-packages/***/utils/context.py:205: AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
  warnings.warn(_create_deprecation_warning(key, self._deprecation_replacements[key]))

[2023-06-16T22:27:59.792+0000] {taskinstance.py:1547} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='personaltraingcp@gmail.com' AIRFLOW_CTX_DAG_OWNER='Leyner_Bejarano' AIRFLOW_CTX_DAG_ID='demo_dag' AIRFLOW_CTX_TASK_ID='executor_task' AIRFLOW_CTX_EXECUTION_DATE='2019-06-01T16:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='24' AIRFLOW_CTX_DAG_RUN_ID='manual__2019-06-01T16:00:00+00:00'
[2023-06-16T22:28:00.143+0000] {subprocess.py:63} INFO - Tmp dir root location: 
 /tmp
[2023-06-16T22:28:00.281+0000] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', ' \n        cd /opt/***/dags/scripts &&\n        pip install -r requirements.txt &&\n        python lambdaExecutor.py -dt 2019-06-01 -dh 16 -q https://sqs.us-east-2.amazonaws.com/147929168898/lokaInterviewSQS -ak AKIASE4KD7QBGVHE4G7U -sk *** &&\n        pip freeze\n        ']
[2023-06-16T22:28:00.436+0000] {subprocess.py:86} INFO - Output:
[2023-06-16T22:29:22.549+0000] {subprocess.py:93} INFO - aiosignal==1.3.1
[2023-06-16T22:29:22.550+0000] {subprocess.py:93} INFO - alembic==1.10.4
[2023-06-16T22:29:22.550+0000] {subprocess.py:93} INFO - amqp==5.1.1
[2023-06-16T22:29:22.550+0000] {subprocess.py:93} INFO - anyio==3.6.2
[2023-06-16T22:29:22.550+0000] {subprocess.py:93} INFO - apache-***==2.6.1
[2023-06-16T22:29:22.550+0000] {subprocess.py:93} INFO - apache-***-providers-amazon==8.0.0
[2023-06-16T22:29:22.550+0000] {subprocess.py:93} INFO - apache-***-providers-celery==3.1.0
[2023-06-16T22:29:22.551+0000] {subprocess.py:93} INFO - apache-***-providers-cncf-kubernetes==6.1.0
[2023-06-16T22:29:22.551+0000] {subprocess.py:93} INFO - apache-***-providers-common-sql==1.4.0
[2023-06-16T22:29:22.551+0000] {subprocess.py:93} INFO - apache-***-providers-docker==3.6.0
[2023-06-16T22:29:22.552+0000] {subprocess.py:93} INFO - apache-***-providers-elasticsearch==4.4.0
[2023-06-16T22:29:22.552+0000] {subprocess.py:93} INFO - apache-***-providers-ftp==3.3.1
[2023-06-16T22:29:22.552+0000] {subprocess.py:93} INFO - apache-***-providers-google==10.0.0
[2023-06-16T22:29:22.552+0000] {subprocess.py:93} INFO - apache-***-providers-grpc==3.1.0
[2023-06-16T22:29:22.552+0000] {subprocess.py:93} INFO - apache-***-providers-hashicorp==3.3.1
[2023-06-16T22:29:22.553+0000] {subprocess.py:93} INFO - apache-***-providers-http==4.3.0
[2023-06-16T22:29:22.553+0000] {subprocess.py:93} INFO - apache-***-providers-imap==3.1.1
[2023-06-16T22:29:22.553+0000] {subprocess.py:93} INFO - apache-***-providers-microsoft-azure==6.0.0
[2023-06-16T22:29:22.553+0000] {subprocess.py:93} INFO - apache-***-providers-mysql==5.0.0
[2023-06-16T22:29:22.553+0000] {subprocess.py:93} INFO - apache-***-providers-odbc==3.2.1
[2023-06-16T22:29:22.553+0000] {subprocess.py:93} INFO - apache-***-providers-postgres==5.4.0
[2023-06-16T22:29:22.554+0000] {subprocess.py:93} INFO - apache-***-providers-redis==3.1.0
[2023-06-16T22:29:22.554+0000] {subprocess.py:93} INFO - apache-***-providers-sendgrid==3.1.0
[2023-06-16T22:29:22.554+0000] {subprocess.py:93} INFO - apache-***-providers-sftp==4.2.4
[2023-06-16T22:29:22.554+0000] {subprocess.py:93} INFO - apache-***-providers-slack==7.2.0
[2023-06-16T22:29:22.554+0000] {subprocess.py:93} INFO - apache-***-providers-snowflake==4.0.5
[2023-06-16T22:29:22.554+0000] {subprocess.py:93} INFO - apache-***-providers-sqlite==3.3.2
[2023-06-16T22:29:22.555+0000] {subprocess.py:93} INFO - apache-***-providers-ssh==3.6.0
[2023-06-16T22:29:22.555+0000] {subprocess.py:93} INFO - apispec==5.2.2
[2023-06-16T22:29:22.555+0000] {subprocess.py:93} INFO - argcomplete==3.0.8
[2023-06-16T22:29:22.555+0000] {subprocess.py:93} INFO - asgiref==3.6.0
[2023-06-16T22:29:22.555+0000] {subprocess.py:93} INFO - asn1crypto==1.5.1
[2023-06-16T22:29:22.556+0000] {subprocess.py:93} INFO - async-timeout==4.0.2
[2023-06-16T22:29:22.556+0000] {subprocess.py:93} INFO - asynctest==0.13.0
[2023-06-16T22:29:22.556+0000] {subprocess.py:93} INFO - attrs==23.1.0
[2023-06-16T22:29:22.556+0000] {subprocess.py:93} INFO - Authlib==1.2.0
[2023-06-16T22:29:22.556+0000] {subprocess.py:93} INFO - azure-batch==13.0.0
[2023-06-16T22:29:22.556+0000] {subprocess.py:93} INFO - azure-common==1.1.28
[2023-06-16T22:29:22.557+0000] {subprocess.py:93} INFO - azure-core==1.26.4
[2023-06-16T22:29:22.557+0000] {subprocess.py:93} INFO - azure-cosmos==4.3.1
[2023-06-16T22:29:22.557+0000] {subprocess.py:93} INFO - azure-datalake-store==0.0.53
[2023-06-16T22:29:22.557+0000] {subprocess.py:93} INFO - azure-identity==1.13.0
[2023-06-16T22:29:22.557+0000] {subprocess.py:93} INFO - azure-keyvault-secrets==4.7.0
[2023-06-16T22:29:22.558+0000] {subprocess.py:93} INFO - azure-kusto-data==0.0.45
[2023-06-16T22:29:22.558+0000] {subprocess.py:93} INFO - azure-mgmt-containerinstance==1.5.0
[2023-06-16T22:29:22.558+0000] {subprocess.py:93} INFO - azure-mgmt-core==1.4.0
[2023-06-16T22:29:22.558+0000] {subprocess.py:93} INFO - azure-mgmt-datafactory==1.1.0
[2023-06-16T22:29:22.559+0000] {subprocess.py:93} INFO - azure-mgmt-datalake-nspkg==3.0.1
[2023-06-16T22:29:22.559+0000] {subprocess.py:93} INFO - azure-mgmt-datalake-store==0.5.0
[2023-06-16T22:29:22.559+0000] {subprocess.py:93} INFO - azure-mgmt-nspkg==3.0.2
[2023-06-16T22:29:22.559+0000] {subprocess.py:93} INFO - azure-mgmt-resource==23.0.0
[2023-06-16T22:29:22.559+0000] {subprocess.py:93} INFO - azure-nspkg==3.0.2
[2023-06-16T22:29:22.560+0000] {subprocess.py:93} INFO - azure-servicebus==7.10.0
[2023-06-16T22:29:22.560+0000] {subprocess.py:93} INFO - azure-storage-blob==12.16.0
[2023-06-16T22:29:22.560+0000] {subprocess.py:93} INFO - azure-storage-common==2.1.0
[2023-06-16T22:29:22.560+0000] {subprocess.py:93} INFO - azure-storage-file==2.1.0
[2023-06-16T22:29:22.561+0000] {subprocess.py:93} INFO - azure-storage-file-datalake==12.11.0
[2023-06-16T22:29:22.561+0000] {subprocess.py:93} INFO - azure-synapse-spark==0.7.0
[2023-06-16T22:29:22.561+0000] {subprocess.py:93} INFO - Babel==2.12.1
[2023-06-16T22:29:22.562+0000] {subprocess.py:93} INFO - backoff==1.10.0
[2023-06-16T22:29:22.562+0000] {subprocess.py:93} INFO - bcrypt==4.0.1
[2023-06-16T22:29:22.563+0000] {subprocess.py:93} INFO - beautifulsoup4==4.12.2
[2023-06-16T22:29:22.563+0000] {subprocess.py:93} INFO - billiard==3.6.4.0
[2023-06-16T22:29:22.563+0000] {subprocess.py:93} INFO - blinker==1.6.2
[2023-06-16T22:29:22.564+0000] {subprocess.py:93} INFO - boto3==1.26.151
[2023-06-16T22:29:22.564+0000] {subprocess.py:93} INFO - botocore==1.29.155
[2023-06-16T22:29:22.564+0000] {subprocess.py:93} INFO - cached-property==1.5.2
[2023-06-16T22:29:22.564+0000] {subprocess.py:93} INFO - cachelib==0.9.0
[2023-06-16T22:29:22.564+0000] {subprocess.py:93} INFO - cachetools==5.3.0
[2023-06-16T22:29:22.565+0000] {subprocess.py:93} INFO - cattrs==22.2.0
[2023-06-16T22:29:22.565+0000] {subprocess.py:93} INFO - celery==5.2.7
[2023-06-16T22:29:22.565+0000] {subprocess.py:93} INFO - certifi==2023.5.7
[2023-06-16T22:29:22.565+0000] {subprocess.py:93} INFO - cffi==1.15.1
[2023-06-16T22:29:22.565+0000] {subprocess.py:93} INFO - chardet==5.1.0
[2023-06-16T22:29:22.565+0000] {subprocess.py:93} INFO - charset-normalizer==2.1.1
[2023-06-16T22:29:22.566+0000] {subprocess.py:93} INFO - click==8.1.3
[2023-06-16T22:29:22.566+0000] {subprocess.py:93} INFO - click-didyoumean==0.3.0
[2023-06-16T22:29:22.566+0000] {subprocess.py:93} INFO - click-plugins==1.1.1
[2023-06-16T22:29:22.566+0000] {subprocess.py:93} INFO - click-repl==0.2.0
[2023-06-16T22:29:22.566+0000] {subprocess.py:93} INFO - clickclick==20.10.2
[2023-06-16T22:29:22.566+0000] {subprocess.py:93} INFO - cloudpickle==2.2.1
[2023-06-16T22:29:22.567+0000] {subprocess.py:93} INFO - colorama==0.4.6
[2023-06-16T22:29:22.567+0000] {subprocess.py:93} INFO - colorlog==4.8.0
[2023-06-16T22:29:22.567+0000] {subprocess.py:93} INFO - ConfigUpdater==3.1.1
[2023-06-16T22:29:22.567+0000] {subprocess.py:93} INFO - connexion==2.14.2
[2023-06-16T22:29:22.567+0000] {subprocess.py:93} INFO - cron-descriptor==1.3.0
[2023-06-16T22:29:22.567+0000] {subprocess.py:93} INFO - croniter==1.3.14
[2023-06-16T22:29:22.568+0000] {subprocess.py:93} INFO - cryptography==40.0.2
[2023-06-16T22:29:22.568+0000] {subprocess.py:93} INFO - dask==2022.2.0
[2023-06-16T22:29:22.568+0000] {subprocess.py:93} INFO - db-dtypes==1.1.1
[2023-06-16T22:29:22.568+0000] {subprocess.py:93} INFO - decorator==5.1.1
[2023-06-16T22:29:22.568+0000] {subprocess.py:93} INFO - Deprecated==1.2.13
[2023-06-16T22:29:22.568+0000] {subprocess.py:93} INFO - dill==0.3.1.1
[2023-06-16T22:29:22.569+0000] {subprocess.py:93} INFO - distlib==0.3.6
[2023-06-16T22:29:22.569+0000] {subprocess.py:93} INFO - distributed==2022.2.0
[2023-06-16T22:29:22.569+0000] {subprocess.py:93} INFO - dnspython==2.3.0
[2023-06-16T22:29:22.569+0000] {subprocess.py:93} INFO - docker==6.1.2
[2023-06-16T22:29:22.569+0000] {subprocess.py:93} INFO - docutils==0.20
[2023-06-16T22:29:22.569+0000] {subprocess.py:93} INFO - elasticsearch==7.13.4
[2023-06-16T22:29:22.570+0000] {subprocess.py:93} INFO - elasticsearch-dbapi==0.2.10
[2023-06-16T22:29:22.570+0000] {subprocess.py:93} INFO - elasticsearch-dsl==7.4.1
[2023-06-16T22:29:22.570+0000] {subprocess.py:93} INFO - email-validator==1.3.1
[2023-06-16T22:29:22.570+0000] {subprocess.py:93} INFO - eventlet==0.33.3
[2023-06-16T22:29:22.570+0000] {subprocess.py:93} INFO - exceptiongroup==1.1.1
[2023-06-16T22:29:22.570+0000] {subprocess.py:93} INFO - filelock==3.12.0
[2023-06-16T22:29:22.571+0000] {subprocess.py:93} INFO - Flask==2.2.5
[2023-06-16T22:29:22.571+0000] {subprocess.py:93} INFO - Flask-AppBuilder==4.3.0
[2023-06-16T22:29:22.571+0000] {subprocess.py:93} INFO - Flask-Babel==2.0.0
[2023-06-16T22:29:22.571+0000] {subprocess.py:93} INFO - Flask-Caching==2.0.2
[2023-06-16T22:29:22.571+0000] {subprocess.py:93} INFO - Flask-JWT-Extended==4.4.4
[2023-06-16T22:29:22.571+0000] {subprocess.py:93} INFO - Flask-Limiter==3.3.1
[2023-06-16T22:29:22.572+0000] {subprocess.py:93} INFO - Flask-Login==0.6.2
[2023-06-16T22:29:22.572+0000] {subprocess.py:93} INFO - Flask-Session==0.5.0
[2023-06-16T22:29:22.572+0000] {subprocess.py:93} INFO - Flask-SQLAlchemy==2.5.1
[2023-06-16T22:29:22.572+0000] {subprocess.py:93} INFO - Flask-WTF==1.1.1
[2023-06-16T22:29:22.572+0000] {subprocess.py:93} INFO - flower==1.2.0
[2023-06-16T22:29:22.573+0000] {subprocess.py:93} INFO - frozenlist==1.3.3
[2023-06-16T22:29:22.573+0000] {subprocess.py:93} INFO - fsspec==2023.1.0
[2023-06-16T22:29:22.573+0000] {subprocess.py:93} INFO - future==0.18.3
[2023-06-16T22:29:22.573+0000] {subprocess.py:93} INFO - gcloud-aio-auth==4.2.1
[2023-06-16T22:29:22.573+0000] {subprocess.py:93} INFO - gcloud-aio-bigquery==6.3.0
[2023-06-16T22:29:22.573+0000] {subprocess.py:93} INFO - gcloud-aio-storage==8.2.0
[2023-06-16T22:29:22.574+0000] {subprocess.py:93} INFO - gevent==22.10.2
[2023-06-16T22:29:22.574+0000] {subprocess.py:93} INFO - google-api-core==2.8.2
[2023-06-16T22:29:22.574+0000] {subprocess.py:93} INFO - google-api-python-client==1.12.11
[2023-06-16T22:29:22.574+0000] {subprocess.py:93} INFO - google-auth==2.18.0
[2023-06-16T22:29:22.574+0000] {subprocess.py:93} INFO - google-auth-httplib2==0.1.0
[2023-06-16T22:29:22.575+0000] {subprocess.py:93} INFO - google-auth-oauthlib==0.8.0
[2023-06-16T22:29:22.575+0000] {subprocess.py:93} INFO - google-cloud-aiplatform==1.16.1
[2023-06-16T22:29:22.575+0000] {subprocess.py:93} INFO - google-cloud-appengine-logging==1.1.3
[2023-06-16T22:29:22.575+0000] {subprocess.py:93} INFO - google-cloud-audit-log==0.2.4
[2023-06-16T22:29:22.575+0000] {subprocess.py:93} INFO - google-cloud-automl==2.8.0
[2023-06-16T22:29:22.576+0000] {subprocess.py:93} INFO - google-cloud-bigquery==2.34.4
[2023-06-16T22:29:22.576+0000] {subprocess.py:93} INFO - google-cloud-bigquery-datatransfer==3.7.0
[2023-06-16T22:29:22.576+0000] {subprocess.py:93} INFO - google-cloud-bigquery-storage==2.14.1
[2023-06-16T22:29:22.576+0000] {subprocess.py:93} INFO - google-cloud-bigtable==2.11.1
[2023-06-16T22:29:22.577+0000] {subprocess.py:93} INFO - google-cloud-build==3.9.0
[2023-06-16T22:29:22.577+0000] {subprocess.py:93} INFO - google-cloud-compute==0.7.0
[2023-06-16T22:29:22.577+0000] {subprocess.py:93} INFO - google-cloud-container==2.11.1
[2023-06-16T22:29:22.578+0000] {subprocess.py:93} INFO - google-cloud-core==2.3.2
[2023-06-16T22:29:22.578+0000] {subprocess.py:93} INFO - google-cloud-datacatalog==3.9.0
[2023-06-16T22:29:22.579+0000] {subprocess.py:93} INFO - google-cloud-dataflow-client==0.5.4
[2023-06-16T22:29:22.579+0000] {subprocess.py:93} INFO - google-cloud-dataform==0.2.0
[2023-06-16T22:29:22.580+0000] {subprocess.py:93} INFO - google-cloud-dataplex==1.1.0
[2023-06-16T22:29:22.580+0000] {subprocess.py:93} INFO - google-cloud-dataproc==5.0.0
[2023-06-16T22:29:22.581+0000] {subprocess.py:93} INFO - google-cloud-dataproc-metastore==1.6.0
[2023-06-16T22:29:22.581+0000] {subprocess.py:93} INFO - google-cloud-dlp==3.8.0
[2023-06-16T22:29:22.581+0000] {subprocess.py:93} INFO - google-cloud-kms==2.12.0
[2023-06-16T22:29:22.582+0000] {subprocess.py:93} INFO - google-cloud-language==1.3.2
[2023-06-16T22:29:22.582+0000] {subprocess.py:93} INFO - google-cloud-logging==3.2.1
[2023-06-16T22:29:22.582+0000] {subprocess.py:93} INFO - google-cloud-memcache==1.4.1
[2023-06-16T22:29:22.582+0000] {subprocess.py:93} INFO - google-cloud-monitoring==2.11.0
[2023-06-16T22:29:22.582+0000] {subprocess.py:93} INFO - google-cloud-orchestration-***==1.4.1
[2023-06-16T22:29:22.583+0000] {subprocess.py:93} INFO - google-cloud-os-login==2.7.1
[2023-06-16T22:29:22.583+0000] {subprocess.py:93} INFO - google-cloud-pubsub==2.13.5
[2023-06-16T22:29:22.583+0000] {subprocess.py:93} INFO - google-cloud-redis==2.9.0
[2023-06-16T22:29:22.583+0000] {subprocess.py:93} INFO - google-cloud-resource-manager==1.6.0
[2023-06-16T22:29:22.583+0000] {subprocess.py:93} INFO - google-cloud-secret-manager==1.0.2
[2023-06-16T22:29:22.584+0000] {subprocess.py:93} INFO - google-cloud-spanner==1.19.3
[2023-06-16T22:29:22.584+0000] {subprocess.py:93} INFO - google-cloud-speech==1.3.4
[2023-06-16T22:29:22.584+0000] {subprocess.py:93} INFO - google-cloud-storage==2.9.0
[2023-06-16T22:29:22.584+0000] {subprocess.py:93} INFO - google-cloud-tasks==2.10.1
[2023-06-16T22:29:22.584+0000] {subprocess.py:93} INFO - google-cloud-texttospeech==1.0.3
[2023-06-16T22:29:22.584+0000] {subprocess.py:93} INFO - google-cloud-translate==1.7.2
[2023-06-16T22:29:22.585+0000] {subprocess.py:93} INFO - google-cloud-videointelligence==1.16.3
[2023-06-16T22:29:22.585+0000] {subprocess.py:93} INFO - google-cloud-vision==1.0.2
[2023-06-16T22:29:22.585+0000] {subprocess.py:93} INFO - google-cloud-workflows==1.7.1
[2023-06-16T22:29:22.585+0000] {subprocess.py:93} INFO - google-crc32c==1.5.0
[2023-06-16T22:29:22.585+0000] {subprocess.py:93} INFO - google-resumable-media==2.5.0
[2023-06-16T22:29:22.585+0000] {subprocess.py:93} INFO - googleapis-common-protos==1.56.4
[2023-06-16T22:29:22.586+0000] {subprocess.py:93} INFO - graphviz==0.20.1
[2023-06-16T22:29:22.586+0000] {subprocess.py:93} INFO - greenlet==2.0.2
[2023-06-16T22:29:22.586+0000] {subprocess.py:93} INFO - grpc-google-iam-v1==0.12.4
[2023-06-16T22:29:22.586+0000] {subprocess.py:93} INFO - grpcio==1.54.2
[2023-06-16T22:29:22.586+0000] {subprocess.py:93} INFO - grpcio-gcp==0.2.2
[2023-06-16T22:29:22.587+0000] {subprocess.py:93} INFO - grpcio-status==1.48.2
[2023-06-16T22:29:22.587+0000] {subprocess.py:93} INFO - gunicorn==20.1.0
[2023-06-16T22:29:22.587+0000] {subprocess.py:93} INFO - h11==0.14.0
[2023-06-16T22:29:22.587+0000] {subprocess.py:93} INFO - HeapDict==1.0.1
[2023-06-16T22:29:22.587+0000] {subprocess.py:93} INFO - httpcore==0.16.3
[2023-06-16T22:29:22.587+0000] {subprocess.py:93} INFO - httplib2==0.21.0
[2023-06-16T22:29:22.588+0000] {subprocess.py:93} INFO - httpx==0.23.3
[2023-06-16T22:29:22.588+0000] {subprocess.py:93} INFO - humanize==4.6.0
[2023-06-16T22:29:22.588+0000] {subprocess.py:93} INFO - hvac==1.1.0
[2023-06-16T22:29:22.588+0000] {subprocess.py:93} INFO - idna==3.4
[2023-06-16T22:29:22.588+0000] {subprocess.py:93} INFO - importlib-metadata==4.13.0
[2023-06-16T22:29:22.589+0000] {subprocess.py:93} INFO - importlib-resources==5.12.0
[2023-06-16T22:29:22.589+0000] {subprocess.py:93} INFO - inflection==0.5.1
[2023-06-16T22:29:22.589+0000] {subprocess.py:93} INFO - isodate==0.6.1
[2023-06-16T22:29:22.589+0000] {subprocess.py:93} INFO - itsdangerous==2.1.2
[2023-06-16T22:29:22.589+0000] {subprocess.py:93} INFO - Jinja2==3.1.2
[2023-06-16T22:29:22.590+0000] {subprocess.py:93} INFO - jmespath==0.10.0
[2023-06-16T22:29:22.590+0000] {subprocess.py:93} INFO - json-merge-patch==0.2
[2023-06-16T22:29:22.590+0000] {subprocess.py:93} INFO - jsonpath-ng==1.5.3
[2023-06-16T22:29:22.590+0000] {subprocess.py:93} INFO - jsonschema==4.17.3
[2023-06-16T22:29:22.590+0000] {subprocess.py:93} INFO - kombu==5.2.4
[2023-06-16T22:29:22.590+0000] {subprocess.py:93} INFO - kubernetes==23.6.0
[2023-06-16T22:29:22.591+0000] {subprocess.py:93} INFO - kubernetes-asyncio==24.2.3
[2023-06-16T22:29:22.591+0000] {subprocess.py:93} INFO - lazy-object-proxy==1.9.0
[2023-06-16T22:29:22.591+0000] {subprocess.py:93} INFO - ldap3==2.9.1
[2023-06-16T22:29:22.591+0000] {subprocess.py:93} INFO - limits==3.4.0
[2023-06-16T22:29:22.591+0000] {subprocess.py:93} INFO - linkify-it-py==2.0.2
[2023-06-16T22:29:22.592+0000] {subprocess.py:93} INFO - locket==1.0.0
[2023-06-16T22:29:22.592+0000] {subprocess.py:93} INFO - lockfile==0.12.2
[2023-06-16T22:29:22.592+0000] {subprocess.py:93} INFO - looker-sdk==23.8.1
[2023-06-16T22:29:22.592+0000] {subprocess.py:93} INFO - lxml==4.9.2
[2023-06-16T22:29:22.593+0000] {subprocess.py:93} INFO - Mako==1.2.4
[2023-06-16T22:29:22.593+0000] {subprocess.py:93} INFO - Markdown==3.4.3
[2023-06-16T22:29:22.593+0000] {subprocess.py:93} INFO - markdown-it-py==2.2.0
[2023-06-16T22:29:22.594+0000] {subprocess.py:93} INFO - MarkupSafe==2.1.2
